# sample 1
init encoding/base32 @0.25 ms, 0.003 ms clock, 640 bytes, 2 allocs
init encoding/base64 @0.26 ms, 0.003 ms clock, 1408 bytes, 4 allocs
init crypto @0.27 ms, 0 ms clock, 176 bytes, 1 allocs
init hash/crc32 @0.28 ms, 0.009 ms clock, 1152 bytes, 5 allocs
init syscall @0.29 ms, 0.005 ms clock, 1536 bytes, 5 allocs
init time @0.30 ms, 0 ms clock, 256 bytes, 2 allocs
init context @0.31 ms, 0 ms clock, 112 bytes, 1 allocs
init internal/poll @0.32 ms, 0.003 ms clock, 72 bytes, 2 allocs
init io/fs @0.32 ms, 0.002 ms clock, 0 bytes, 0 allocs
init os @0.33 ms, 0.006 ms clock, 448 bytes, 9 allocs
init os/signal @0.34 ms, 0.002 ms clock, 0 bytes, 0 allocs
init unicode @0.35 ms, 0.007 ms clock, 11400 bytes, 16 allocs
init reflect @0.36 ms, 0 ms clock, 0 bytes, 0 allocs
init github.com/wago-org/wago/src/core/runtime/gc/native @0.37 ms, 0.009 ms clock, 6952 bytes, 11 allocs
init go/token @0.39 ms, 0.004 ms clock, 984 bytes, 4 allocs
init compress/flate @0.40 ms, 0.003 ms clock, 216 bytes, 6 allocs
init compress/gzip @0.40 ms, 0 ms clock, 0 bytes, 0 allocs
init crypto/internal/fips140 @0.41 ms, 0.003 ms clock, 480 bytes, 9 allocs
init crypto/internal/fips140/sha3 @0.42 ms, 0.003 ms clock, 0 bytes, 0 allocs
init crypto/internal/fips140/sha256 @0.43 ms, 0 ms clock, 144 bytes, 2 allocs
init crypto/internal/fips140/sha512 @0.44 ms, 0 ms clock, 192 bytes, 1 allocs
init crypto/internal/fips140/hmac @0.44 ms, 0 ms clock, 0 bytes, 0 allocs
init crypto/internal/fips140/check @0.45 ms, 0 ms clock, 0 bytes, 0 allocs
init crypto/fips140 @0.45 ms, 0 ms clock, 48 bytes, 1 allocs
init crypto/internal/fips140/aes @0.46 ms, 0 ms clock, 0 bytes, 0 allocs
init crypto/internal/fips140/drbg @0.46 ms, 0 ms clock, 0 bytes, 0 allocs
init crypto/internal/fips140/aes/gcm @0.47 ms, 0 ms clock, 400 bytes, 2 allocs
init crypto/sha256 @0.47 ms, 0 ms clock, 0 bytes, 0 allocs
init debug/dwarf @0.48 ms, 0.008 ms clock, 8032 bytes, 16 allocs
init encoding/json/jsontext @0.50 ms, 0.005 ms clock, 0 bytes, 0 allocs
init encoding/json/v2 @0.51 ms, 0.006 ms clock, 408 bytes, 15 allocs
init encoding/json @0.52 ms, 0.005 ms clock, 224 bytes, 2 allocs
init flag @0.53 ms, 0 ms clock, 128 bytes, 2 allocs
init github.com/tetratelabs/wazero/internal/platform @0.54 ms, 0.020 ms clock, 11064 bytes, 20 allocs
init github.com/wago-org/wago/internal/jsonstrict @0.57 ms, 0.003 ms clock, 48 bytes, 1 allocs
init github.com/wago-org/wago/src/core/compiler/wasm @0.58 ms, 0.018 ms clock, 0 bytes, 0 allocs
init golang.org/x/sys/unix @0.60 ms, 0.003 ms clock, 48 bytes, 1 allocs
init internal/sysinfo @0.61 ms, 0 ms clock, 88 bytes, 2 allocs
init math/big @0.62 ms, 0.002 ms clock, 0 bytes, 0 allocs
init crypto/rand @0.63 ms, 0 ms clock, 0 bytes, 0 allocs
init github.com/wago-org/wago/src/core/runtime @0.64 ms, 0.002 ms clock, 0 bytes, 0 allocs
init github.com/wago-org/wago/src/core/compiler/backend/railshot/amd64 @0.64 ms, 0.052 ms clock, 15520 bytes, 114 allocs
init path/filepath @0.70 ms, 0 ms clock, 0 bytes, 0 allocs
init github.com/wago-org/wago/src/wago @0.71 ms, 0.001 ms clock, 112 bytes, 1 allocs
init go/parser @0.71 ms, 0.004 ms clock, 840 bytes, 9 allocs
init internal/fuzz @0.72 ms, 0.004 ms clock, 560 bytes, 8 allocs
init regexp/syntax @0.73 ms, 0.001 ms clock, 2344 bytes, 6 allocs
init regexp @0.74 ms, 0.002 ms clock, 0 bytes, 0 allocs
init testing @0.74 ms, 0.001 ms clock, 984 bytes, 4 allocs
init vendor/golang.org/x/net/dns/dnsmessage @0.75 ms, 0.001 ms clock, 768 bytes, 6 allocs
init net/netip @0.75 ms, 0.010 ms clock, 728 bytes, 18 allocs
init net @0.77 ms, 0.005 ms clock, 1768 bytes, 23 allocs
init github.com/tetratelabs/wazero/internal/wasm @0.78 ms, 0.010 ms clock, 17200 bytes, 8 allocs
init github.com/tetratelabs/wazero/internal/engine/wazevo/ssa @0.80 ms, 0.005 ms clock, 0 bytes, 0 allocs
init github.com/tetratelabs/wazero/internal/engine/wazevo/backend/isa/amd64 @0.81 ms, 0.005 ms clock, 0 bytes, 0 allocs
init github.com/tetratelabs/wazero/internal/engine/wazevo @0.82 ms, 0.11 ms clock, 9216 bytes, 3 allocs
init github.com/tetratelabs/wazero/imports/wasi_snapshot_preview1 @0.94 ms, 0.003 ms clock, 0 bytes, 0 allocs
init github.com/wago-org/wago/bench/suite @0.95 ms, 0.045 ms clock, 4824 bytes, 33 allocs
init main @1.0 ms, 0 ms clock, 0 bytes, 0 allocs
testing: warning: no tests to run
PASS
